Engine_Type,MTOW_kg,Range_km,Fuel_Consumption_Rate_kg_hr,Cruise_Speed_knots,Cruising_Altitude_ft,Climb_Rate_ft_min,Descent_Rate_ft_min,Landing_Weight_kg,Engine_Efficiency_TSFC,Aerodynamic_Efficiency_LD,Payload_kg,ETOPS_min,APU_Fuel_kg_hr,Wing_Span_m,Fuel_Capacity_L,Flap_Slat_Degrees,Avionics
Turboprop,21959.45,2818.43,905.43,213.95,20305.43,1413.12,1109.89,19748.11,0.39,10.32,10368.6,0,24.69,15.0,3629.04,35.2,Modern
Jet,97013.54,15000.0,1000.0,416.61,38230.71,1214.82,922.78,87284.63,0.57,13.77,33987.35,60,15.17,30.0,33032.04,0.69,Modern
Jet,143843.1,3945.33,1000.0,464.41,38411.65,2560.74,1690.68,135270.53,0.55,14.63,33353.18,330,27.96,80.0,33404.51,23.41,Modern
Jet,87583.12,6585.68,10000.0,414.7,43617.11,1233.11,958.89,73425.84,0.59,12.19,41879.88,120,68.64,30.0,27004.31,22.08,Legacy
Jet,133239.1,3601.9,10000.0,463.37,38148.08,3188.45,2253.44,106612.08,0.73,17.0,65795.04,180,74.71,80.0,38280.44,28.7,Modern
Turboprop,23972.49,500.0,50.0,289.13,21337.79,1283.63,950.98,21275.71,0.38,11.67,5765.12,0,16.89,15.0,6760.97,26.92,Modern
Turboprop,15881.82,2647.9,50.0,241.22,20202.34,1090.54,862.31,14594.21,0.42,13.51,7679.75,0,19.87,15.0,1915.53,17.72,Modern
Jet,72351.21,2000.0,10000.0,417.25,36871.71,3047.21,1866.43,60435.38,0.49,14.68,30401.13,240,36.88,30.0,25540.87,15.48,Legacy
Turboprop,15448.89,500.0,1000.0,200.57,17065.41,1535.6,1113.45,14323.99,0.41,11.69,5364.02,0,11.15,15.0,1564.34,34.3,Legacy
Piston,5410.96,300.0,20.0,95.92,11016.48,1029.71,770.46,4917.13,0.49,15.54,2318.22,0,20.8,8.0,128.77,34.13,Legacy
Piston,5997.4,694.21,64.52,128.62,8011.12,972.86,728.1,5244.65,0.58,13.71,2388.77,0,26.84,15.0,825.26,4.32,Modern
Jet,109313.66,2000.0,4126.92,437.55,31348.53,2249.7,1766.63,94470.68,0.6,11.22,28466.49,120,62.74,30.0,38200.53,28.86,Modern
Jet,107603.22,2000.0,10000.0,495.81,37081.55,2462.75,1531.55,96273.63,0.34,16.08,51587.19,60,63.52,30.0,35064.04,19.12,Modern
Jet,94939.26,2182.92,1000.0,496.97,38153.11,1934.5,1256.61,80517.79,0.7,16.96,41504.87,240,67.16,30.0,31941.38,28.35,Modern
Piston,3960.58,619.05,200.0,127.65,10511.93,1005.37,642.07,3758.95,0.58,10.07,1257.82,0,22.68,15.0,329.42,6.77,Modern
Jet,71522.54,12109.84,3391.51,504.82,34002.28,2662.5,1711.97,61229.38,0.57,15.75,30356.94,120,34.71,80.0,20189.89,0.09,Legacy
Jet,94418.6,2000.0,8974.71,464.06,36526.51,1853.17,946.36,83112.26,0.7,15.39,37466.75,120,46.29,30.0,39988.64,33.12,Modern
Jet,138865.35,4461.95,8462.58,436.73,33734.83,2049.7,1113.73,130409.62,0.57,16.83,50916.46,180,20.38,30.0,41474.55,39.32,Legacy
Jet,101320.51,6120.88,4516.08,428.37,32185.61,1399.89,805.88,90147.88,0.42,15.44,28277.04,120,76.4,80.0,20000.0,6.87,Legacy
Jet,59519.29,4232.28,5949.89,492.09,31409.4,1535.13,950.54,55593.1,0.47,12.25,28038.89,60,64.7,30.0,20000.0,31.24,Legacy
Piston,6227.29,1237.94,20.0,91.68,9238.73,878.33,445.47,5485.16,0.56,12.91,1548.11,0,20.36,15.0,117.31,12.04,Modern
Jet,139833.74,6433.22,10000.0,400.86,30800.98,2177.68,1273.61,118645.42,0.64,14.5,57275.03,180,58.08,80.0,41276.11,1.1,Legacy
Jet,105946.86,15000.0,10000.0,469.85,38867.6,2236.42,1439.73,87187.87,0.49,16.62,44534.46,330,62.52,80.0,37757.99,6.37,Legacy
Jet,158161.43,9023.77,10000.0,380.77,30760.59,2064.23,1186.68,145672.78,0.58,16.95,71865.62,330,56.39,80.0,36459.78,14.27,Modern
Jet,135169.36,2420.59,10000.0,532.36,35262.86,2313.26,1544.31,120497.96,0.48,16.48,59548.49,60,30.18,30.0,46335.69,9.02,Modern
Jet,60996.68,4178.46,2582.27,428.2,39726.09,2187.49,1530.06,49655.03,0.43,12.89,24169.85,240,68.99,30.0,36330.92,19.14,Legacy
Jet,105712.0,12483.45,2961.46,448.42,37283.29,1563.71,881.43,98372.6,0.63,13.31,51962.29,240,60.44,30.0,43774.26,25.64,Legacy
Jet,67832.03,15000.0,1000.0,405.0,33033.43,2354.18,1651.79,55945.03,0.59,15.49,22153.21,240,51.27,80.0,20000.0,9.78,Modern
Jet,85591.71,10368.45,1000.0,419.36,38412.39,1731.74,1354.52,70796.13,0.6,13.54,18882.48,180,22.15,30.0,21878.45,25.14,Modern
Jet,184272.03,15000.0,1000.0,483.79,30368.7,1615.74,1077.24,171537.95,0.51,14.56,59523.23,120,54.45,80.0,48029.48,36.73,Legacy
Jet,97338.43,2000.0,10000.0,505.85,30697.91,1555.67,787.83,88570.36,0.61,15.18,25858.52,60,39.94,80.0,26399.47,17.44,Modern
Piston,4549.75,679.74,20.0,142.78,9406.51,720.48,485.22,4309.63,0.48,12.48,1993.34,0,20.54,15.0,100.0,33.59,Modern
Piston,6401.86,1055.06,200.0,119.68,10869.35,1259.77,684.63,5608.76,0.43,9.03,3114.58,0,10.13,15.0,324.78,38.0,Modern
Jet,92664.27,2000.0,1000.0,464.57,30990.98,2192.08,1290.01,76569.2,0.63,13.38,31975.57,120,73.43,30.0,30347.22,28.76,Modern
Jet,122864.5,13622.12,1000.0,381.23,28008.98,1470.74,1058.29,107623.21,0.58,12.84,25827.27,240,35.5,30.0,22594.57,31.88,Modern
Piston,4312.56,776.03,20.0,135.0,10798.32,790.4,571.6,4085.83,0.49,13.69,985.61,0,4.84,8.0,390.32,19.63,Modern
Jet,67544.49,8793.98,1000.0,420.75,33897.12,739.79,380.9,60904.47,0.82,14.49,23283.34,120,78.61,80.0,24961.66,32.11,Modern
Turboprop,29693.28,500.0,1000.0,274.91,22039.43,1615.33,843.84,23821.73,0.31,13.5,14166.21,0,18.19,15.0,3451.69,37.44,Legacy
Piston,5466.92,300.0,200.0,131.0,9459.01,1032.99,663.55,4548.96,0.44,12.36,2415.81,0,17.19,8.0,1000.0,37.36,Legacy
Jet,62839.25,13256.13,1000.0,449.25,37829.71,2244.52,1152.63,53356.83,0.56,16.7,28749.12,330,41.95,80.0,25529.53,18.06,Modern
Jet,49784.18,3441.98,5390.03,491.82,30923.57,1746.92,1245.32,42456.49,0.46,19.52,10351.13,330,30.29,30.0,20000.0,36.99,Modern
Piston,5622.6,924.58,200.0,135.25,10048.94,826.21,447.69,4926.24,0.66,15.59,2691.12,0,17.27,15.0,1000.0,16.06,Modern
Jet,116512.63,2000.0,1000.0,450.66,35280.3,2142.47,1265.42,107262.42,0.6,13.35,42324.67,60,29.55,80.0,51071.68,23.54,Modern
Jet,179266.8,2000.0,6076.8,445.96,35733.29,1572.31,831.79,165684.57,0.54,14.04,87320.62,330,59.9,80.0,57621.2,25.35,Legacy
Jet,129174.46,5158.13,1000.0,476.63,37603.31,1389.3,820.45,107405.66,0.38,15.24,55264.22,330,36.07,80.0,37663.72,21.02,Modern
Jet,108229.05,2000.0,6824.0,394.28,32934.56,2277.41,1386.47,94283.85,0.72,16.86,32924.07,180,23.57,80.0,27535.73,0.54,Modern
Turboprop,18592.84,500.0,1000.0,270.67,24012.2,1537.5,1098.17,17250.73,0.3,12.5,4695.5,0,7.71,30.0,2617.92,16.85,Legacy
Turboprop,16999.57,500.0,1000.0,248.57,23309.66,951.85,757.3,16098.19,0.34,11.9,5252.67,0,27.12,30.0,4168.03,20.23,Modern
Piston,5581.17,849.96,200.0,94.42,12240.07,939.85,628.7,5237.42,0.52,12.73,1227.44,0,19.74,8.0,100.0,24.92,Modern
Jet,42231.61,2000.0,5864.67,442.79,42955.99,2145.55,1424.9,34297.86,0.49,12.68,10214.99,330,47.21,80.0,20000.0,9.28,Legacy
Jet,117110.22,12108.69,1650.51,423.0,37158.06,1910.08,1464.06,97310.31,0.54,16.92,52024.66,120,42.6,30.0,31662.05,12.2,Modern
Jet,128182.3,6274.27,1000.0,551.71,38690.54,2035.01,1452.71,107775.53,0.48,15.69,55955.18,180,86.21,30.0,37280.12,10.57,Legacy
Jet,57499.17,2000.0,2828.71,389.06,30598.76,2262.56,1552.32,48598.24,0.59,12.16,16724.75,180,66.03,80.0,20000.0,29.63,Modern
Jet,91707.96,2000.0,1000.0,473.92,32910.4,1749.63,1104.2,76397.88,0.52,14.55,26348.82,180,37.47,80.0,40661.13,19.01,Modern
Piston,4890.05,407.65,20.0,117.92,9275.79,1100.44,745.83,4328.75,0.55,11.22,2423.06,0,35.2,8.0,507.37,19.96,Modern
Turboprop,20656.11,3000.0,1000.0,315.43,18720.79,2114.84,1330.58,18061.52,0.34,11.87,4847.53,0,29.47,15.0,3641.33,20.45,Modern
Jet,104496.65,14770.82,3487.72,351.78,31629.65,1630.88,815.46,91847.72,0.51,16.41,30685.49,60,19.01,80.0,31677.74,16.4,Modern
Turboprop,20710.39,500.0,1000.0,319.46,21240.38,1435.65,1061.97,16970.57,0.34,11.75,8653.79,0,22.93,15.0,1000.0,35.9,Modern
Jet,85573.13,2000.0,1000.0,439.81,35498.09,1823.63,1421.69,69527.15,0.44,15.15,28335.62,240,62.22,30.0,25374.01,19.03,Modern
Jet,101686.46,2000.0,4074.56,473.03,37498.35,2451.89,1435.71,91936.17,0.57,19.03,23714.6,120,31.09,30.0,32843.84,17.06,Modern
Turboprop,34090.72,2330.8,1000.0,244.84,19136.4,1368.65,765.45,27937.85,0.43,14.03,14000.64,0,24.22,30.0,6892.45,23.57,Modern
Jet,86358.82,8309.59,10000.0,416.3,32897.47,1788.06,1063.06,78551.09,0.6,17.46,39692.09,60,38.92,80.0,37052.38,20.42,Legacy
Piston,2685.52,492.5,20.0,106.83,10973.61,866.11,449.44,2440.31,0.47,11.99,993.99,0,22.08,8.0,665.7,21.3,Modern
Turboprop,18853.28,2668.97,50.0,254.75,22716.11,1485.33,1090.89,16167.33,0.35,12.3,7555.15,0,42.66,15.0,2662.76,10.2,Legacy
Jet,135918.23,15000.0,1000.0,416.22,35167.51,3284.03,1962.73,127435.37,0.56,11.89,59290.79,180,75.41,80.0,50277.79,31.86,Modern
Turboprop,17183.56,3000.0,50.0,283.65,20219.03,1462.25,1042.65,14255.14,0.4,14.99,4951.16,0,13.75,15.0,1000.0,1.7,Modern
Jet,143521.49,2000.0,10000.0,468.72,38547.48,1964.01,1509.32,122585.78,0.6,15.76,63230.04,240,45.53,80.0,56230.12,16.49,Modern
Jet,98802.83,15000.0,10000.0,511.98,30397.08,2524.6,1295.6,92967.02,0.42,12.75,41132.57,60,42.98,30.0,24702.42,22.94,Legacy
Jet,72115.01,2000.0,1000.0,427.81,41872.37,2443.25,1708.23,64997.36,0.46,14.97,16054.86,120,82.64,30.0,20000.0,23.54,Modern
Jet,146225.6,3798.01,7227.03,471.12,34319.51,966.57,483.65,124984.07,0.66,15.25,35801.69,180,35.99,80.0,50902.74,0.98,Modern
Turboprop,15623.87,500.0,1000.0,252.64,22197.25,977.73,646.41,13897.09,0.41,14.05,7142.08,0,5.74,30.0,3309.24,7.63,Legacy
Jet,112262.8,6583.31,1000.0,436.8,30704.09,1463.67,1024.73,95556.99,0.45,17.25,52950.65,120,90.62,80.0,25733.61,9.02,Modern
Turboprop,11176.5,1658.29,50.0,249.86,19786.25,1342.39,927.84,9135.6,0.44,11.49,5448.63,0,5.88,15.0,2194.05,3.83,Legacy
Jet,60322.53,14788.09,1000.0,377.07,38030.52,1896.25,1371.66,57209.22,0.48,14.34,21659.43,330,20.94,30.0,20000.0,23.9,Modern
Jet,81078.24,2000.0,8398.65,481.67,35638.03,1546.68,961.32,68411.61,0.47,12.79,27002.82,60,53.66,30.0,22053.73,37.25,Modern
Turboprop,16877.21,2985.41,50.0,274.37,24128.05,1924.89,1121.46,14042.53,0.46,12.93,6408.91,0,24.65,30.0,4505.34,7.24,Modern
Jet,60551.43,2000.0,1000.0,417.97,37462.48,1332.02,910.93,52072.03,0.53,17.17,12680.09,60,40.12,80.0,20000.0,29.65,Modern
Jet,119581.53,15000.0,1000.0,438.03,37373.43,1234.85,905.97,108844.0,0.45,14.54,37397.36,180,55.13,30.0,47869.7,6.76,Legacy
Jet,139514.77,15000.0,4121.14,419.72,35307.06,1856.82,999.14,120567.94,0.48,13.09,46110.08,240,62.76,30.0,22948.03,38.79,Legacy
Jet,112212.54,9910.45,10000.0,477.58,34131.4,1194.12,716.17,100515.19,0.47,14.37,22957.43,240,90.06,30.0,28692.84,36.71,Modern
Jet,73676.69,2821.27,1000.0,433.97,35630.43,1704.79,1338.91,62935.11,0.47,13.95,23429.27,60,64.68,80.0,26980.46,36.33,Legacy
Turboprop,24186.84,1616.0,1000.0,251.73,20957.04,1291.41,796.67,22452.78,0.46,11.04,6493.67,0,16.95,15.0,1000.0,20.9,Modern
Jet,90097.18,4594.53,1000.0,502.86,38368.44,2007.31,1281.03,74417.37,0.64,12.0,23329.63,120,43.01,80.0,22685.29,19.8,Modern
Jet,95884.24,15000.0,2531.45,346.68,35733.02,2257.13,1727.08,78485.43,0.47,17.17,29328.44,120,55.27,80.0,44657.73,7.32,Modern
Piston,7164.28,913.34,20.0,106.59,9131.62,513.44,358.94,6756.14,0.56,11.93,1766.7,0,5.63,8.0,298.09,36.38,Modern
Jet,57599.16,3398.67,1000.0,534.61,41036.63,2548.02,1834.75,50839.73,0.63,12.44,25100.91,330,42.46,30.0,20000.0,23.6,Modern
Turboprop,24552.45,500.0,50.0,237.43,18476.87,1091.91,710.68,20611.3,0.36,12.85,9418.6,0,16.92,15.0,6334.85,13.48,Modern
Jet,128096.29,5310.17,1000.0,509.67,28185.67,1960.96,1286.19,104525.41,0.38,12.28,48802.5,180,54.6,30.0,38460.18,25.99,Legacy
Jet,110360.71,11714.32,1000.0,452.35,32415.6,2381.75,1720.11,104756.61,0.53,12.36,30247.67,120,72.06,80.0,39866.54,11.16,Modern
Turboprop,16121.23,500.0,50.0,250.35,18898.0,1734.34,1187.88,14502.09,0.46,12.03,6883.38,0,14.2,30.0,4806.2,33.61,Legacy
Jet,85088.85,6067.6,1000.0,576.32,35015.82,2749.45,2102.87,75892.21,0.53,15.69,24995.19,330,60.8,30.0,36257.4,3.46,Legacy
Turboprop,15227.89,1473.85,376.87,266.94,19782.71,1611.76,914.59,12279.79,0.3,12.68,5009.51,0,13.27,15.0,4057.9,20.59,Modern
Jet,74191.28,7885.27,1000.0,394.92,32035.79,2327.62,1389.61,69571.76,0.56,14.49,34108.15,330,53.56,80.0,20000.0,18.61,Modern
Jet,49478.86,3873.75,1000.0,501.86,35677.86,1155.84,876.76,44643.93,0.56,18.59,10493.92,120,41.0,80.0,20000.0,12.22,Legacy
Jet,131206.28,2000.0,8474.81,370.84,33170.54,2128.57,1201.76,114717.88,0.41,12.08,57566.28,60,43.83,30.0,32366.69,18.61,Modern
Jet,94848.4,4259.34,1000.0,462.06,35200.95,2001.02,1205.04,89934.71,0.51,12.93,46288.32,240,34.54,30.0,33445.99,16.79,Modern
Turboprop,25769.82,3000.0,1000.0,225.26,20600.48,1366.01,984.53,20772.15,0.43,11.92,10351.63,0,40.21,15.0,3702.17,9.27,Legacy
Jet,99086.31,2000.0,1000.0,494.3,36857.86,1774.2,1361.02,90211.65,0.44,13.12,36698.75,330,1.23,80.0,29414.31,12.03,Modern
Piston,4877.27,594.05,122.76,136.14,10974.34,752.89,411.53,4600.99,0.49,13.72,1378.44,0,5.95,15.0,613.37,36.87,Modern
Piston,2638.69,713.03,187.53,108.07,10567.14,905.34,569.65,2229.47,0.54,9.89,548.76,0,11.61,8.0,100.0,34.08,Modern
Jet,74364.55,2000.0,1000.0,454.85,36392.8,1475.15,833.41,68213.86,0.72,15.26,17039.38,60,44.17,80.0,20000.0,9.75,Modern
Jet,108305.03,15000.0,1000.0,447.79,40541.22,2035.24,1241.65,98556.53,0.55,12.76,50326.2,60,26.38,80.0,48332.71,23.75,Modern
Turboprop,24414.94,3000.0,1000.0,250.29,17602.79,1386.08,1007.53,21147.94,0.38,13.51,11700.15,0,22.02,30.0,5374.27,33.44,Legacy
Piston,3740.67,300.0,200.0,127.6,9747.89,683.18,448.98,3097.09,0.54,13.9,758.48,0,25.98,8.0,478.48,26.2,Modern
Jet,82625.66,3295.5,10000.0,488.78,33489.36,2397.37,1784.66,75284.45,0.51,16.63,36088.88,120,50.86,80.0,20000.0,31.46,Modern
Jet,67468.09,2000.0,10000.0,408.57,34000.46,2065.74,1161.34,60031.68,0.52,15.79,25204.23,330,50.8,80.0,28663.44,6.85,Modern
Jet,101653.74,15000.0,4124.75,431.43,32445.31,1869.38,1026.35,82756.18,0.54,16.56,27125.71,330,51.97,30.0,20000.0,21.46,Modern
Turboprop,28070.0,2901.87,1000.0,277.61,19526.21,1079.62,592.19,23958.75,0.43,14.53,7618.89,0,35.99,30.0,4429.38,21.79,Legacy
Jet,123766.48,11232.06,1000.0,407.35,37393.58,1991.42,1387.79,111091.2,0.53,16.64,57341.9,240,14.47,80.0,34213.81,35.72,Modern
Turboprop,19021.59,1919.7,1000.0,232.72,19336.56,1930.12,1320.3,15421.23,0.35,12.85,6211.4,0,16.42,30.0,4102.85,34.96,Legacy
Jet,97617.51,7185.39,3437.45,436.22,42065.25,2043.2,1108.37,83206.24,0.6,12.64,28929.31,240,61.64,30.0,22285.04,26.48,Modern
Jet,93233.06,4958.71,10000.0,465.67,35804.49,2372.55,1831.83,82490.57,0.61,17.87,34286.39,120,43.11,80.0,27520.27,19.39,Modern
Jet,51410.73,8239.64,1000.0,565.55,40426.85,1893.27,1360.06,47373.23,0.56,11.32,13051.14,120,44.54,30.0,20000.0,28.94,Modern
Jet,65490.6,4370.43,10000.0,447.24,34164.45,1988.89,1283.28,53666.22,0.68,15.55,22778.61,240,48.22,80.0,24448.64,33.97,Modern
Jet,84235.31,8415.18,10000.0,451.14,35094.9,2472.25,1792.0,68220.73,0.64,13.76,23162.66,120,58.12,30.0,35243.99,9.8,Modern
Jet,69705.84,5257.0,1000.0,447.37,32810.41,1994.86,1184.73,63867.29,0.56,14.77,16471.12,120,94.76,80.0,24970.5,21.27,Legacy
Jet,46461.78,2000.0,10000.0,403.07,38929.33,2136.37,1350.23,42156.43,0.57,10.41,14021.8,330,68.31,80.0,20000.0,18.73,Modern
Jet,155239.18,15000.0,1000.0,421.56,29918.15,1843.76,1344.03,146498.39,0.54,12.14,76862.78,240,57.47,80.0,49330.79,7.38,Legacy
Jet,122555.71,2000.0,10000.0,477.37,35001.84,1839.89,1321.21,107502.83,0.57,15.55,41869.99,240,30.25,80.0,20000.0,27.13,Legacy
Piston,2990.22,300.0,20.0,134.99,10171.29,682.02,516.13,2398.53,0.46,11.43,1203.76,0,39.91,8.0,154.23,18.85,Modern
Jet,73840.54,10594.61,4219.94,505.76,36409.22,1740.29,1295.44,65385.04,0.4,18.61,27081.72,330,60.75,80.0,23411.59,14.55,Legacy
Jet,103565.44,13787.82,6038.14,385.75,32730.17,2313.71,1838.5,89810.33,0.74,13.96,41428.0,120,48.84,30.0,20000.0,0.66,Legacy
Jet,133883.53,2000.0,10000.0,412.32,35213.35,2295.63,1631.4,124709.74,0.59,14.95,51699.41,60,62.13,30.0,23072.55,3.09,Legacy
Piston,6420.17,300.0,20.0,164.9,10382.99,1073.57,612.5,5581.23,0.47,11.85,2085.6,0,17.9,8.0,100.0,10.71,Modern
Jet,97314.21,7984.87,1000.0,403.49,39600.56,2698.09,1584.04,87935.49,0.62,15.4,34528.23,330,60.82,30.0,20000.0,17.66,Legacy
Turboprop,18135.56,500.0,1000.0,272.91,22012.6,1320.82,731.43,15833.4,0.41,10.31,6901.56,0,1.7,24.77,1401.83,28.08,Modern
Turboprop,12592.19,500.0,1000.0,276.56,21929.4,2051.27,1255.36,11051.6,0.42,9.95,5445.69,0,6.02,30.0,1708.66,38.43,Modern
Turboprop,18039.72,920.04,770.47,225.44,19572.11,1779.09,1146.33,15504.96,0.39,13.0,7024.1,0,3.71,15.0,4749.74,30.96,Modern
Jet,102322.61,2000.0,1000.0,431.49,37080.43,1470.88,1076.22,95808.61,0.66,12.96,41043.33,240,42.55,30.0,40474.39,28.78,Modern
Turboprop,18525.79,3000.0,50.0,288.53,21214.63,1641.9,879.55,14913.78,0.41,12.67,4512.63,0,22.64,15.0,1984.63,19.81,Legacy
Jet,102314.03,3176.16,1000.0,473.77,32380.28,1950.41,1342.06,96447.07,0.58,12.79,43349.78,330,78.15,80.0,41310.03,23.29,Modern
Jet,112465.13,2000.0,9355.19,363.98,33975.59,1349.23,750.85,100975.14,0.59,14.63,33868.73,60,73.27,80.0,20000.0,35.44,Modern
Turboprop,24708.58,2669.36,1000.0,268.87,19982.87,1344.87,690.43,22758.96,0.44,12.17,7708.85,0,13.78,30.0,4910.59,9.44,Modern
Jet,97312.21,8081.24,1000.0,345.5,33918.48,1447.62,946.22,84274.02,0.42,17.36,39961.54,60,35.47,80.0,30664.23,1.8,Modern
Turboprop,19762.34,3000.0,84.74,262.88,17171.76,1158.06,664.28,16485.39,0.42,13.22,7877.05,0,8.78,30.0,2378.1,38.26,Modern
Jet,88926.91,2000.0,1000.0,455.21,34115.61,2097.97,1174.64,82153.94,0.57,11.95,20161.67,120,28.44,30.0,24661.3,19.52,Legacy
Turboprop,25678.63,3000.0,50.0,231.24,20018.46,1494.41,1127.19,23213.17,0.33,12.67,9684.39,0,-8.79,15.0,2002.75,6.79,Modern
Jet,110928.82,3155.03,9294.25,474.13,34312.09,2648.43,2079.93,89265.6,0.6,13.64,35651.03,180,46.83,30.0,20000.0,35.3,Modern
Jet,128742.86,2000.0,1000.0,449.66,36397.35,1941.42,1478.17,112862.67,0.61,14.59,45557.64,330,32.63,30.0,29684.16,26.66,Modern
Jet,99501.92,2000.0,3754.15,370.75,33415.81,2629.29,1627.0,91285.65,0.64,14.6,43380.98,180,65.65,80.0,27057.33,35.36,Legacy
Piston,4855.38,1021.79,200.0,133.61,9007.55,902.28,660.59,4091.82,0.53,11.25,1457.33,0,23.06,15.0,170.18,36.02,Modern
Jet,56600.26,3585.74,1000.0,379.29,38260.78,2132.54,1636.69,50388.7,0.44,16.34,17029.48,60,39.17,80.0,20578.03,21.09,Legacy
Jet,85910.75,13810.27,6037.76,472.02,32872.25,2016.08,1395.72,69864.71,0.58,14.74,37885.3,180,46.0,30.0,37891.5,17.47,Legacy
Jet,85171.11,15000.0,2793.67,402.63,36238.08,1605.23,821.45,74188.19,0.51,15.16,34042.08,180,61.5,30.0,23678.32,37.77,Legacy
Turboprop,21489.27,500.0,832.12,257.45,22040.43,1433.5,1135.75,18857.89,0.44,14.16,5883.47,0,23.45,15.0,10239.42,7.27,Modern
Jet,70944.84,9269.62,1181.01,561.93,34446.28,1505.36,868.38,57944.82,0.6,13.78,32851.23,240,77.77,30.0,20000.0,24.79,Modern
Jet,61170.38,2000.0,1000.0,410.88,30843.77,948.62,679.48,52304.05,0.48,16.28,12664.8,60,72.54,30.0,20358.35,36.19,Modern
Jet,108504.44,15000.0,3839.33,347.05,33594.25,2265.8,1690.59,88608.05,0.76,16.88,39012.61,330,37.02,80.0,40131.8,6.86,Modern
Jet,85861.69,2441.0,10000.0,403.59,36177.64,1931.89,1430.1,69481.49,0.48,10.41,25706.26,330,70.81,30.0,20000.0,0.04,Legacy
Jet,123780.13,15000.0,6944.57,413.37,28807.69,2137.7,1521.06,108779.65,0.66,15.05,48217.94,330,49.29,80.0,40203.91,7.06,Modern
Jet,131500.1,2000.0,1000.0,422.74,38662.53,2004.83,1416.15,114197.28,0.31,12.31,32266.5,120,67.44,80.0,37714.16,21.87,Modern
Turboprop,27930.81,500.0,1000.0,303.27,17643.06,1375.55,896.18,24209.08,0.44,13.89,12556.18,0,28.74,15.0,9819.81,34.94,Modern
Jet,88365.49,6061.29,1000.0,417.1,35839.64,2318.72,1263.98,74703.13,0.69,13.45,24475.26,240,52.42,30.0,20122.18,30.45,Modern
Jet,88828.84,2510.65,1000.0,559.35,33029.39,1689.4,1334.9,77915.25,0.58,13.25,23403.36,330,44.95,80.0,32011.64,25.1,Modern
Jet,87422.27,2000.0,1000.0,399.31,31151.14,2756.34,1849.59,74930.05,0.56,12.98,31783.44,120,65.15,30.0,47176.24,8.77,Modern
Piston,7707.77,1500.0,20.0,138.81,8582.15,998.49,770.32,6647.87,0.52,11.96,1542.91,0,13.7,15.0,984.74,7.63,Modern
Piston,4801.26,300.0,200.0,131.23,9570.81,762.69,570.43,4306.86,0.53,9.75,1410.59,0,17.25,8.0,100.0,7.97,Modern
Turboprop,25896.96,3000.0,50.0,265.66,20156.74,1338.9,737.39,21555.07,0.42,9.86,11992.34,0,24.67,30.0,4172.86,14.06,Modern
Jet,75255.7,2000.0,1000.0,495.03,36773.78,2417.03,1480.24,64742.89,0.54,17.18,21755.41,120,27.14,80.0,28501.05,13.68,Modern
Jet,81614.62,4298.01,1000.0,311.86,38197.95,2082.71,1331.97,76229.01,0.68,11.43,40713.08,120,51.94,30.0,38236.75,28.18,Legacy
Jet,106349.18,8473.2,7608.31,492.06,36752.82,1956.86,1538.4,89086.93,0.27,14.74,26576.23,120,77.4,80.0,20000.0,35.65,Modern
Jet,130444.87,15000.0,1916.53,487.01,33620.99,1233.08,630.43,111974.02,0.57,17.56,54725.24,240,54.16,80.0,64969.45,33.38,Modern
Jet,87992.94,6614.57,5292.99,348.21,39833.02,2682.22,1893.09,78089.26,0.57,17.45,35098.71,180,50.46,30.0,22179.93,37.5,Legacy
Turboprop,20568.19,500.0,50.0,187.17,21281.24,1493.9,883.08,17959.63,0.44,13.29,4428.42,0,19.92,30.0,5924.69,4.68,Modern
Turboprop,22542.62,3000.0,542.08,238.69,20935.53,2049.94,1558.29,19294.51,0.33,11.64,10556.99,0,19.84,30.0,4538.45,26.61,Legacy
Turboprop,23691.26,2364.6,50.0,276.83,18317.11,1391.87,1035.1,22030.49,0.42,13.48,9657.59,0,25.07,15.0,7207.36,4.39,Modern
Jet,86536.38,11614.69,1000.0,455.34,36918.04,2503.16,1796.92,72773.45,0.73,12.66,29971.03,330,16.89,30.0,21480.09,14.13,Modern
Turboprop,23802.52,1840.47,50.0,279.76,20852.08,1467.78,1165.31,19321.08,0.42,12.12,6940.18,0,4.54,15.0,3917.84,30.16,Legacy
Jet,105097.33,15000.0,1000.0,439.54,40301.66,2432.4,1287.26,89087.44,0.47,13.89,48830.9,180,-2.83,30.0,20534.55,37.17,Modern
Jet,99108.05,11500.02,3529.01,410.11,32519.0,844.73,460.3,85530.4,0.6,18.34,34014.27,60,43.9,30.0,20000.0,6.23,Modern
Turboprop,18390.79,500.0,513.88,219.79,20897.14,2188.1,1182.91,17242.25,0.36,10.41,7669.76,0,21.03,30.0,2479.14,25.9,Modern
Jet,99076.58,2000.0,1000.0,554.98,39277.66,2999.3,2178.31,80055.7,0.44,17.71,26248.34,120,72.77,30.0,43114.17,3.63,Modern
Jet,134569.32,15000.0,10000.0,431.73,34798.33,1475.01,907.78,117579.27,0.66,14.69,41934.25,120,67.0,30.0,56933.34,8.57,Modern
Jet,163412.48,9058.39,1000.0,489.11,35473.47,2265.61,1144.29,146405.68,0.57,16.39,65002.71,60,54.39,30.0,65669.37,7.34,Modern
Turboprop,26953.28,2009.81,50.0,261.27,19966.78,1549.02,1072.94,24089.04,0.33,15.03,7442.65,0,3.7,30.0,6976.01,4.46,Legacy
